name,categories,price,rating,specification,image_link
Halmar Flash 2,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1490.0,92.0,Kompletní specifikace,https://im9.cz/iR/importprodukt-orig/0c9/0c9eddd7ee7083658e4d77a8b6bd6b67--mmf350x350.jpg
Mercury GEMINI JNS-526,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",4950.0,98.0,"Kancelářská židle GEMINI JNS-526, černá W-11",https://im9.cz/iR/importprodukt-orig/83c/83c91176c0d0ba0596253456bbc0e202--mmf350x350.jpg
B2B Partner Lester M,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6812.0,96.0,,https://im9.cz/iR/importprodukt-orig/5bb/5bb488d0ae0d3e52b1e5cf692a23363c--mmf350x350.jpg
LD Seating Stream 280-SYS PN HO,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",12814.0,100.0,"Kancelářská židle výrobce LD Seating typ Stream 280-SYS PN HO BR-210 RM60 E9/E252. Provedení: vysoký zádový opěrák včetně nastavitelné a čalouněné hlavové opěrky HO, čalounění provedeno do potahové látky Xtreme z kategorie 2, barva sedáku a hlavové opěrky černá E9, barva zádového opěráku modrá E252, synchronní mechanika SYS-PN s bočním nastavením tuhosti houpání, integrovaný náklon sedáku, integrovaný horizontální posuv sedáku, nastavení výšky zádového opěráku systémem UP-DOWN, kříž nylonový černý, kolečka RM60 pogumovaná vhodná na všechny typy podlah, plynový píst, nastavitelné 3D područky BR-210 s měkčenou dotykovou plochou z polyuretanu.Židle typu Stream se vyrábí v těchto provedeních: STREAM 280-SYS - synchronní mechanismus SYS, aretace v 5 pozicích, možnost dokoupení posuvu a náklonu sedákuSTREAM 280-SY - jednoduchá synchronní mechanika SY, aretace ve 3 pozicíchVysvětlení označení provedení dílů v úpravách N1, N2 a N6.N1 - kovový kříž v provedení černý komaxitN2 - kovový kříž v provedení hliníkN6 - kovový kříž v provedení leštěnýRozdíl mezi výše uvedenými modely je v případné povrchové úpravě křížů a loketních opěrek v provedení N1, N2 a N6. Doporučujeme se proto na toto soustředit při výběru volby typu područek a kříže, aby designově korespondovalo. Tedy aby byly loketní opěrky například v provedení N6 leštěné a židle osazena křížem typu F40-N6, který je také leštěný. Toto není však žádné závazné pravidlo, avšak pouze naše doporučení. Popis produktu Stream 280-SYS PN HO BR-210 RM60 E9/E252: Kolečka: Židle osazena pogumovanými kolečky typ RM60 o velikosti 60 mm, která jsou vhodná na všechny typy podlahových krytin.Kříž: Pětiramenný nylonový černý kříž, velikost díry pro kolečka s čepem 11 mm a průměrem 60 mm. Pístnice: Píst židlový včetně konusu. Zdvih 11 cm. Barva pístu černá, včetně černého plastového krytu pístu.Mechanika SYS+PN:Mechanika zajišťuje ideální ergonomii sezení. Synchronní pohyb opěradla a sedáku židle zabezpečuje správnou pozici uživatele. Mechaniku lze nastavit dle váhy uživatele bočním vrátkovým otočným ovladačem. Pravou pákou na mechanismu se ovládá výška sezení. Levou pákou se nastavuje synchronní pohyb opěradla nebo zablokování sklonu opěradla v 5 pozicích. Modul P dále umožňuje nastavení hloubkového posuvu sedáku v horizontální poloze v rozsahu +/- 10 cm. Ocení zejména osoby vyššího vzrůstu. Modul N navíc umožňuje nastavení sklonu sedáku. Čalounění: Látka XTREME, kategorie 2 má následující vlastnosti:- složení 100% polyester- váha: 375 g/m2- oděruvzdornost 80 000 cyklů- stálobarevnost na světle: 6, EN ISO 105-B02- stálobarevnost v oděru: 4-5, EN ISO 105-X12- ohnivzdornost EN 1021/1-2- žmolkování 5Zádová opěrka: Středně vysoká zádová opěrka. Nastavitelnost zádové opěrky systémem UP-DOWN. Plynulým zvedáním zádové opěrky dochází ke zvolení požadované výšky a jejímu okamžitému aretování ve zvolené poloze. V okamžiku vysunutí opěrky do maximální polohy sjede opět do nejnižší možné polohy. Poté lze opět nastavit požadovanou výšku.Opěrka hlavy: Součástí křesla je také nastavitelná opěrka hlavy HO s možností její výškové nastavitelnosti a nastavitelnosti náklonu. Její 2D nastavitelnost umožňuje zajištění maximálního komfortu uživatele, zejména pro uvolnění a oporu krční páteře při dlouhodobém sezení. Područky: Výškově nastavitelné v 3D loketní opěrky typu BR-210 v celočerném provedení. Tento typ loketních opěrek je ovládán dvěma tlačítky. Tlačítko na vnější straně loketních opěrek ovládá nastavení jejich výšky v 8 definovaných pozicích. Tlačítko na vnitřní straně podloketky nastavuje její hloubku vpřed/vzad a současně také její šířku od/k uživateli. Doporučení prodejce: Kancelářské křeslo vhodné pro uživatele s výškou 160 - 200 cm a hmotností uživatele do 120 Kg. Kancelářské křeslo vhodné pro celodenní sezení. Dodání zboží: Židle je standardně dodávána v demontovaném stavu v kartónové krabici. Balení obsahuje kompletní spojovací materiál včetně ilustračního návodu k montáži. V případě, že se na montáž necítíte, máte možnost si zvolit v konfigurátoru zaslání zboží již ve složeném stavu. Tato služba je však zpoplatněná a termín odeslání zboží se opozdí min. o 1 pracovní den z důvodu kompletace a expresního balení. Časová náročnost složení židle: 5 minut - oproti jiným značkám u tohoto modelu při kompletaci po rozbalení nic nešroubujete. Pouze se komponenty nasadí do sebe dle přiloženého návodu. Samozřejmě, pokud se na montáž necítíte, rádi pro Vás produkt složíme a doručíme. Stačí pak po dodání židli rozbalit a můžete jej začít ihned používat. Výhodou této služby je, že je celková funkčnost po složení ihned odzkoušena a je zde tedy 100 % garance dodání plně funkčního produktu.",https://im9.cz/iR/importprodukt-orig/14a/14a38752923ed67778991625f4927056--mmf350x350.jpg
Rauman Santiago,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6049.0,97.0,"Akce 1 + 1 zdarma: Objednáním 1 balení získáte automaticky 2 kusy. Kancelářské křeslo Santiago Kancelářské křeslo Santiago se řadí mezi standardně vybavené židle a křesla, na kterých můžete bez obav z bolesti či tuhnutí zad sedět až 8 hodin denně. Své využití nalezne především v kanceláři, domácí pracovně, popř. studentském pokoji. Potažené je elegantní eko kůží v černé či hnědé barvě, která se vyznačuje snadnou údržbou. O pohyb sedáku s opěrákem se postará houpací mechanismus, jehož tuhost si můžete sami přizpůsobit. Kříž z tvrzeného plastu je osázen pěti kolečky na měkké podlahy a koberce. Jaké má přednosti? Vhodné k sezení do 8 hodin denně Moderní vzhled Nastavení výšky pomocí plynového pístu Houpací mechanika Aretace v základní poloze Volitelná síla houpání Zvýšený opěrák zad Pevné područky s měkčeným povrchem Kříž z tvrzeného plastu Kolečka na měkké podlahy a koberce Nosnost až 120 kg Kancelářské křeslo Santiago Eko kůže je praktickým a zároveň elegantním materiálem Elegantní potahový materiál Nejste skalním fanouškem pravé kůže, protože vám nevyhovují vyšší náklady, které jsou nutné k pořízení? Tento model je pro vás ideální volbou, jelikož je potažen eko kůží v atraktivní černé či hnědé barvě. Můžete vlastnit věrnou kopii pravé kůže a zároveň za ni neutratit horentní sumu. Eko kůže se vyznačuje odolností proti ušpinění tekutinou či vzniku oděrek. Na rozdíl od klasických křesel a židlí potažených textilií, eko kůže do sebe nestihne nasát vylitou tekutinu dříve, než ji setřete hadříkem. Houpací mechanismus Houpací mechanika u tohoto modelu umožňuje pouze houpání s možností nastavení tuhosti mechaniky dle hmotnosti uživatele. Ta se ovládá pomocí utahování a povolování šroubu umístěného pod sedákem. Pro větší odpor mechaniky při houpání šroub utáhněte. Naopak pro snadnější houpání, ideální pro jedince s nižší hmotností, je nutné šroub povolit. Houpání můžete zaaretovat v základní poloze.  O nastavení výšky křesla se postará plynový píst, který ovládáte pomocí páčky umístěné pod sedákem. Tuhost houpání si nastavíte pomocí šroubu pod sedákem  Výbava křesla Zvýšený opěrák zad Zvýšený opěrák zad přebírá funkci hlavové opěrky, slouží tedy k opoře hlavy a krku. Kontaktní část je posílena pěnovou výplní. Zásluhou tohoto typu opěráku ulevíte vaší krční páteři a zároveň předejdete bolestem hlavy. Pevné područky Kancelářské křeslo Santiago disponuje područkami s měkčenou kontaktní částí, které jsou pevně připojeny k tělu křesla. Područky při sezení uvolňují napětí v ramenech, které vzniká důsledkem nepodepřených rukou. Plastový kříž s kolečky na měkké podlahy Jednou z nejdůležitějších částí křesla je pevný kříž z tvrzeného plastu, který se postará o celkovou stabilitu křesla. Pyšnit se může vysokou odolností a nosností až 120 kg. O jeho pohyb se postará 5 koleček, která jsou vhodná pro měkké typy podlah. Plynulý a bezproblémový pohyb zvládnou po koberci i PVC podlaze. Kolečka vhodná na měkké podlahy a koberce",https://im9.cz/iR/importprodukt-orig/551/5514ef4bc70d963b0cf6a92d4b9b46c4--mmf350x350.jpg
Signal Q-557,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2935.0,89.0,Kancelářské křeslo Q-557,https://im9.cz/iR/importprodukt-orig/8a4/8a417ff7a808a17fd9667600d0c6ff87--mmf350x350.jpg
Halmar Hamilton,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2670.0,98.0,křeslo HAMILTON,https://im9.cz/iR/importprodukt-orig/48f/48ff5098f444eeb116f710301313ea71--mmf350x350.jpg
Topstar Exeter,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",9911.0,96.0, ,https://im9.cz/iR/importprodukt-orig/32b/32bd53a025b5778bf2a40d2d7b6a3178--mmf350x350.jpg
Sedia X 10A,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2178.0,100.0,Nosnost 100kg.,https://im9.cz/iR/importprodukt-orig/406/4061d07a8f42e061320ee4fd76174fd9--mmf350x350.jpg
Signal Q-G2,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1250.0,98.0,Dětská židle Q-G2 šedo-zelená,https://im9.cz/iR/importprodukt-orig/009/009c165088d4ba71f9a0898d518c9afe--mmf350x350.jpg
Antares 1580 Gala Alu PDH,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",7690.0,96.0,Profesionální pracovní židle včetně nastavitelných područek AR08 Chrom,https://im9.cz/iR/importprodukt-orig/be3/be35f232b7ad9ce847f369d2aa6e8e7a--mmf350x350.jpg
Autronic KA-H110,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3990.0,92.0,"Elegantní kancelářská židle má celoplastový opěrák se středovou výztuhou je potažen zelenou síťovinou MESH. Příjemný polstrovaný sedák je čalouněný černou látkou MESH. Vaše pohodlí je pro nás to nejdůležitější, a proto má tato židle elegantní a výškově nastavitelnou opěrku hlavy, která je potažena zelenou síťovinou a díky tomu je dokonale prodyšná. Židle má též výškově nastavitelnou, příjemně polstrovanou bederní opěrku, která je čalouněná černou látkou MESH. Ruce si můžete pohodlně opřít o výškově nastavitelné plastové područky černé barvy s opěrnou plochou z černé měkčené pryže. Opěrky rukou jsou zároveň posuvné ve směru sedu. Díky kvalitnímu plynovému pístu je židle výškově nastavitelná, se synchronním mechanismem s aretací ve třech polohách a s velkým aretačním šroubem na úpravu tuhosti pohupu, který je umístěn pod sedákem. Správná stabilita je zajištěna díky černému plastovému kříži s plastovými kolečky vhodnými na koberce. Nosnost židle je až 120 kg.",https://im9.cz/iR/importprodukt-orig/e9f/e9f77b8987986af1b0fa0d1d6b004e3a--mmf350x350.jpg
Sedia President,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2178.0,100.0,"Kancelářské křeslo President. V základním provedení obsahuje: kříž chromový, mechanika základní - s aretací pouze v základní sedící poloze + houpací mechanismus s možností nastavení tuhosti houpání, základní kolečka plastová. Provedení viz foto. Kancelářské křeslo Prezident se vyrábí v pěti barvách: Prezident ČERNÝ - zádová opěrka v černém provedeníPrezident VÍNOVÝ - zádová opěrka ve vínovém provedeníPrezident ORANŽOVÝ - zádová opěrka v oranžovém provedeníPrezident ZELENÝ - zádová opěrka v zeleném provedeníPrezident MODRÝ - zádová opěrka v modrém provedení Popis produktu PRESIDENT:Kolečka: Křeslo osazeno v základu kolečky o velikosti 50 mm, která jsou vhodná pouze pro kobercové podlahy. V případě, že plánujete využití této kancelářské židle na tvrdé podlaze (plovoucí, kachličky, teraso apod.), doporučujeme dokoupení pogumovaných koleček (zvolíte v konfigurátoru).Kříž:Pětiramenný chromovaný kříž pro kolečka s čepem o průměru 11 mm. Díra pro osazení pístu o průměru 50 mm.Pístnice:Standartní chromovaná pístnice pro kříže prodobného typu. Zdvih pístu z minimální do maximální polohy +10 cm. Průměr pístnice pro uchycení v kříži 50 mm. Čalounění:Kancelářská židle je čalouněná do prodyšné síťoviny, která je velice komfortní v letních měsících, jelikož působí velice vzdušně a uživatel se příliš nepotí. Vrchní část zádové opěrky čalouněna do černé koženky, pro eliminaci prodření a vyšší komfort. Mechanika Houpací: Mechanika, která umožňuje nezávislé nastavení výšky sedu pákou umístěnou v pravé části mechaniky. Současně nastavujuje zvolenou výšku sedu. Dále máte dále možnost vlastního nastavení tuhosti houpání, dle hmotnosti uživatele. Centrálním šroubem umísteným ve spodní části mechaniky přitahováním (pro těžší uživatele) a uvolňováním pro lehčí uživatele, nastavíte sílu odporu zádové opěrky a jejího tlaku na Vaše záda.Područky:Vždy součástí produktu. Kombinace provedení chrom + plast. Způsob uchycení je třemi šrouby ze spodní strany sedáku. Pro správnou funkčnost židle není podmínka jejich montáže, a to zpravidla v okamžiku, kdy Vám výška stolové desky neumožňí zasunutí židle pod stůl. V případě, že však máte standartní výšku stolové desky 74,5 cm od země, není problém se zasunutím židle pod stůl. Doporučení prodejce:Kancelářské křeslo vhodné pro uživatele s výškou 130 - 180 cm a hmotností uživatele do 110 Kg. Kanclářská židle vhodná pro domácí kancelář. Vhodná pro příležitostné sezení u PC.Pozor: Subjektivní hodnocení našeho odborníka. V případě, že uvažujete o využití kancelářské židle ke každodennímu až 8 hodinovému sezení, doporučujeme raději volit modely, kde je dbán větší důraz na ergonomii sezení. Například volit přímo z nabídky křesel ergonomických ZDE.Dodání zboží:Křeslo je standartně dodáváno v demontovaném stavu v kartónové krabici o hmotnosti cca 20 Kg. Balení obsahuje kompletní spojovací materál včetně ilustračního návodu k montáži. V případě, že se na montáž necítíte, máte možnost si zvolit v konfigurátoru zaslání zboží již ve složeném stavu. Tato služa je však zpoplatněná a termín odeslání zboží se opozdí min. o 1 pracovní den z důvodu kompletace a expresního balení. Časová náročnost složení židle: 10 minutRozdílnost mezi typovými modely židlí TENNESSEE, MEDEA a PREZIDENT: Zatímco modely židlí TENNESSEE a PREZIDENT jsou prakticky totožné, modelová řada MEDEA má menší rozměr sedáku, viz obrázek výše.",https://im9.cz/iR/importprodukt-orig/341/34105ac930fa8eb05a1f19677c8d48ef--mmf350x350.jpg
BHM Germany Rako,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3890.0,77.0,"Kolečková kancelářská židle je nezbytným příslušenstvím ke stolům v každé kanceláři. Pečlivě promyšlené tvary stojí za velice pohodlným sezením. BHM GERMANY Rako, hnědé poskytne bez mechaniky variantu konstrukce. Nechybí ani pevné područky, díky kterým si můžete pohodlně opřít lokty. Při skutečně dlouhém pracovním dni se skvěle hodí opěrka pro hlavu. Uleví se díky ní namáhaným svalům na krku. Hlavní přednosti kancelářské židle BHM GERMANY Rako, hnědé Hnědá barva potahu kancelářské židle ozdobí interiér Područky pro opření loktů jsou umístěny na pevno Hlavová opěrka uleví krční páteři Materiály potahů BHM GERMANY Rako, hnědé: syntetická kůže Kancelářská židle BHM Germany má chromovaný kříž Nosnost je maximálně 150 kg Přizpůsobení: výšky sedáku Kancelářské křeslo BHM GERMANY Rako, hnědé a komfortní materiály Díky částem se syntetickou kůží je elegantním doplňkem do kanceláře. Sedací část je vyplněna studenou pěnou, prodyšným materiálem s dostatečnou tvarovou stálostí. Kříž židle BHM Germany je vyrobený z...",https://im9.cz/iR/importprodukt-orig/1e8/1e85c6b8cdb87c970a44daf257641bca--mmf350x350.jpg
Office products Mykonos,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2987.0,98.0,Moderní kancelářská židle s ergonomickým opěradlem z vysoce elastické síťoviny,https://im9.cz/iR/importprodukt-orig/829/829315a779fe2e472064b498e2479d8c--mmf350x350.jpg
Alba Ergo 24,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",14784.0,100.0,"Zátěžové křeslo ERGO 24, BLACK 27",https://im9.cz/iR/importprodukt-orig/0dd/0dd3605f0c13ec2739a620d0afaf8eac--mmf350x350.jpg
Sego Pady,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6090.0,,Kancelářská židle PADY,https://im9.cz/iR/importprodukt-orig/15f/15f4db512e2515aecfe823e8ecd572d3--mmf350x350.jpg
Sedia studentská W91,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1589.0,100.0,Kancelářska židle W 91,https://im9.cz/iR/importprodukt-orig/375/3752ac5f3cd5e19493cc7d5a7defea06--mmf350x350.jpg
Antares Classic,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2159.0,96.0,Nezávislé nastavení úhlu sedáku a opěráku,https://im9.cz/iR/importprodukt-orig/31e/31e78aadde00ff09980d59dbc4bc57b9--mmf350x350.jpg
Rauman Fonzo II,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",5928.0,97.0,"Kancelářská židle Fonzo II Dopřejte si v kanceláři nebo doma u počítače komfort v moderním elegantním kabátě. Kancelářská židle Fonzo II si vás získá nejen svým designem, ale také praktickou výbavou. Všechny ovládací prvky máte na dosah, takže se nebudete muset shýbat. Při delším sezení oceníte také třeba synchronní mechaniku nebo sedák potažený síťovinou. Ale hezky popořadě: Co všechno vám Fonzo II nabízí? Židle Fonzo II ve zkratce: Kancelářská židle vhodná i k delšímu sezení Potah z prodyšné síťoviny Synchronní mechanika Možnost aretace (zablokování) ve 3 polohách 3D nastavitelné područky Vysoké anatomicky tvarované opěradlo Výška sedu nastavitelná v rozsahu 10 cm Pevný plastový kříž s kolečky na všechny podlahy Nosnost 150 kg Náš tip: Máte raději tmavé odstíny? Zvažte verzi Fonzo. Futuristický vzhled Jedno cvaknutí a už se houpete Synchronní mechanika Houpání má u židle Fonzo II na starost synchronní mechanismus. Jde o pokročilý typ houpání, při kterém se díky kloubu mění sklon opěradla více než sklon sedáku. Tento způsob polohování respektuje lidskou anatomii – přední část sedáku vám nebude zvedat nohy ze země ani tlačit na cévy. Židle vám tak zajistí zdravou oporu v každé poloze. Mechaniku ovládá jedna z páček hned pod sedákem, konkrétně ta zadní. Jedním pohybem houpání kdykoli povolíte nebo zastavíte v jedné ze 3 poloh. Šroubem ve spodní části konstrukce si můžete přizpůsobit odpor houpání přesně podle svých představ. Síťovina, materiál židlí 21. století Síťovina patří u kancelářských židlí k vůbec nejpopulárnějším materiálům. Není divu – pevná vlákna zajišťují pružnou, ale pevnou oporu a zároveň skvěle větrají. Moderní vzhled už je jen třešničkou na dortu. Kancelářská židle Fonzo II na tento materiál vsadila nejen u opěráku, ale i u sedáku. Toto řešení oceníte zejména při dlouhém sezení při práci, studiu nebo zábavě v teplejších měsících. Pevná, ale prodyšná S 3D nastavením si přijde na své každý Područky přesně na míru Loketní opěrky jsou při práci na počítači nezbytností. Židle Fonzo II proto nabízí 3D područky, které si přizpůsobíte hned na 3 osách: Výškové nastavení v rozsahu 7 cm Posun dopředu/dozadu v rozsahu 4 cm Natočení kontaktní plochy v rozsahu 30° K nastavení výšky je třeba zmáčknout páčku pod kontaktní plochou (viz fotografie), ostatní úpravy pak provedete jednoduše ručním posunutím. Zvýšený opěrák zad Místo arzenálu nastavitelných opěrek sází opěradlo židle Fonzo II na jednoduchost. Tvoří ho jeden souvislý celek, jehož tvar vychází z ergonomických principů, aby vám zajistil oporu všude, kde ji potřebujete. Výškově nastavitelný sedák Výšku sedu uzpůsobíte své postavě jednoduše: Stačí stisknout páčku hned pod sedákem, tentokrát tu přední. Plynový píst umožňuje nastavení v rozsahu 10 cm – od 46,5 do 56,5 cm. Kříž s univerzálními kolečky Základnu židle tvoří pětiramenný kříž z pevného plastu. Zajímavostí je protiskluzový vzorek na konci ramen – ta tak zvládnou zastoupit funkci opěrky nohou. Pohyb pak mají na starost univerzální kolečka s měkčeným povrchem. Ten jim propůjčuje tichý chod a dobrou přilnavost na každém povrchu. Celá základna židle je stavěná pro nosnost 150 kg. Univerzální kolečka si poradí kdekoli",https://im9.cz/iR/importprodukt-orig/359/359b7c1a37f86b23f313764188627480--mmf350x350.jpg
Neoseat Borosi,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3880.0,100.0,Technické údaje:,https://im9.cz/iR/importprodukt-orig/aab/aab4e4aae46d5f8c8843830c3bfe0df6--mmf350x350.jpg
Moll Scooter,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1666.0,100.0,Rostoucí židle Scooter,https://im9.cz/iR/importprodukt-orig/073/073f1f02d6118a882a262f6759c957c0--mmf350x350.jpg
Halmar Neptun,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3615.0,94.0,"Kancelářské křeslo Neptun se hodí do kanceláří či domácích pracoven a zajistí vám veškeré pohodlí při práci. Křeslo je vyrobeno z perforované eko kůže v černé barvě. Eko kůže je velmi snadná na údržbu. Nastavitelné područky zajistí dostatečný komfort při dlouhém sezení. Pohyb sedáku s opěrákem zajistí houpací mechanismus, jehož tuhost si můžete sami nastavit. Křeslo je otočné a disponuje mechanismem TILT. Ten umožňuje houpání křesla a tím regulaci protitlaku opěradla a zablokování v základní poloze. K nastavení výšky křesla slouží plynový píst, který ovládáte pomocí páčky umístěné pod sedákem. Pětiramenný kříž s kolečky zajistí plynulý pohyb křesla.",https://im9.cz/iR/importprodukt-orig/20a/20aca5c645d4a7ed089269d201e525b1--mmf350x350.jpg
Rauman JaNet Boss,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",14990.0,94.0,Manažerské křeslo Janet Boss,https://im9.cz/iR/importprodukt-orig/8e2/8e2c6d0d63064be9de78e3ccbbf4c168--mmf350x350.jpg
Sedia Betria,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",5890.0,,"Kancelářské otočné křeslo Betria v elegantním vzhledu v sobě spojuje moderní design, praktický materiál a komfortní požitek. Přednosti této pojízdné židle zařazují produkt mezi komfortní kancelářský nábytek. Židle se vyrábí pouze v elegantním černém provedení. Pokud hledáte pohodlné křeslo, které podpoří zdraví držení těla a bude ozdobou kanceláře, bude Betria perfektní volbou.",https://im9.cz/iR/importprodukt-orig/f0b/f0b898f366d608a0994da5702237422d--mmf350x350.jpg
Loco Spirit,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",8805.0,94.0,Kancelářská židle Spirit,https://im9.cz/iR/importprodukt-orig/836/8364fe40ed4497aa14cc71f349696365--mmf350x350.jpg
Autronic E-Racer KA-F02,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3690.0,100.0,"Herní křeslo bylo navržena pro dosažení maximálního komfortu během dlouhodobé práce na počítači. Potah je z látky v kombinaci černá a červená.Židle má nosnost do 130 kg. Kvalitní, velmi odolná kolečka s tichým pojezdem, která jsou univerzální (pogumovaná) jak pro tvrdé podlahy tak i koberce, kříž židle je z tvrzeného plastu.Tvarované opěradlo dokonale obejme Vaše tělo. Opěradlo lze doplnit o polštářky pro bederní a krční páteř, které jsou součástí balení.Područky jsou výškově i prostorově nastavitelné. Opěradlo je možné sklápět až do úhlu 180°, židle má i houpací mechanismus s nastavením tuhosti.Špičková kvalita zpracování látkového potahu židle. Potah zajišťuje vysokou propustnost vzduchu.Židle se dodává v látkovém potahu v barvě červeno x černá. ",https://im9.cz/iR/importprodukt-orig/0c3/0c352124c0e68f8906d0b14208cb7f88--mmf350x350.jpg
Empire Lara VIP E-synchro,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",5675.0,100.0,Provedení: Čalouněná moderní kancelářská židle Lara má molitanové výplně ze studené pěny a prošité hrany sedáku i opěráku.,https://im9.cz/iR/importprodukt-orig/202/202cc655fbc49ae19461b5d16b511bb9--mmf350x350.jpg
Office Pro Merens SP,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",9696.0,,Černé kancelářské křeslo MERENS SP výrobce Office Pro vhodné do kanceláře i pracovny. Vybaveno područkami a nastavitelnou opěrkou hlavy. Na výběr více barev potahu sedáku. Záruka 36 měsíců. Nosnost 120 kg.,https://im9.cz/iR/importprodukt-orig/262/262d93ef15865d56019c797711c3b58c--mmf350x350.jpg
Multised BZJ 460,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",5466.0,,Kancelářská židle FORME - BZJ 460,https://im9.cz/iR/importprodukt-orig/942/94291aa26a72c734e85f2ed83566554f--mmf350x350.jpg
B2B Partner Winston SAA,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",15476.0,96.0,,https://im9.cz/iR/importprodukt-orig/300/30016524942e785cb976f859f1ff2f2b--mmf350x350.jpg
B2B Partner Superior,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6625.0,100.0, ,https://im9.cz/iR/importprodukt-orig/20a/20a4d4fac3106ec0bdd78b98924d9f45--mmf350x350.jpg
Antares Concorde,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",61014.0,,"Zátěžová židle CONCORDE 2424 pro nejnáročnější prostředí s intenzívním používáním 24 hod. denně. Tato židle výrazně překračuje normy a standardy testování na zatížení a opotřebení. Bez problémů tak obstojí v náročných nonstop a vícesměnných provozech (velíny, vrátnice apod.).",https://im9.cz/iR/importprodukt-orig/02d/02dbbdce9baefda4dcbd2548b569e478--mmf350x350.jpg
Mayer Actikid 2428 A2,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6328.0,98.0,"Kvalitní, oblíbená, roky prověřená. To je česká klasika, která dělá radost spoustě malých dětí od 4 let až do dospělosti (záleží na vzrůstu).",https://im9.cz/iR/importprodukt-orig/02d/02d629e3d2b85a6551602dfc0f0ee1d7--mmf350x350.jpg
Songmics Odlov,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3055.0,94.0,"Velké sedadlo čalouněné vysoce hustou pěnou, umožňuje optimální pohodlí při sezení a to i po dlouhodobém používání. Ergonomicky tvarované opěradlo s prodyšnou síťovinou podporuje páteř a účinně zabraňuje bolesti zad; polstrovaná opěrka hlavy poskytuje extra pohodlí. Polstrované loketní opěrky se síťovým krytem zajišťují potřebné pohodlí v oblasti ramen a lze je sklopit dozadu. Otočná židle se stabilním houpacím mechanismem umožňuje uvolněný sklon během namáhavé práce.",https://im9.cz/iR/importprodukt-orig/e3c/e3c98bdb96456b761a2656f0b53f6b73--mmf350x350.jpg
