name,categories,price,rating,specification,image_link
Prime Up 2304 S,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",10043.0,100.0,"Kancelářské křeslo model Prime Up 2304 S německého výrobce Mayer. Základní provedení křesla bez příplatků: vysoký výškově stavitelný zádový opěrák včetně integrované opory hlavy i beder, zadní kryt opěráku plastový černý, čalouněný sedák i opěrák v základní bezpříplatkové látce kategorie 30, látka i barva čalounění dle vlastního výběru, mechanismus synchronní s nastavením hloubky sezení, černý polyamidový kříž, černá tvrdá kolečka s bezpečnostní brzdou vhodná pro koberce, bez područek.Křeslo PRIME UP 2304 S vychází z modelové řady křesel a židlí PRIME, která se dělí na PRIME UP, PRIME MESH a PRIME ZOOM:PRIME UP - čalouněný sedák i zádový opěrák, opěrák navíc s plastovým krytem, černé nebo bílé provedení plastůPRIME UP 2304 S: křeslo, vysoká záda se záhlavníkem, černý plastový kryt, černý plastový křížPRIME UP 2304 W: křeslo, vysoká záda se záhlavníkem, bílý plastový kryt, bílý plastový křížPRIME UP 2303 S: křeslo, středně vysoká záda, bez záhlavníku, černý plastový kryt, černý plastový křížPRIME UP 2303 W: křeslo, středně vysoká záda, bez záhlavníku, bílý plastový kryt, bílý plastový křížPRIME UP 253 S: konference, kostra černá, bílá nebo chrom, černé plastyPRIME UP 253 W: konference, kostra černá, bílá nebo chrom, bílé plastyPRIME MESH - čalouněný sedák, černá nebo bílá síťovaná záda a plastyPRIME MESH 2302 S: křeslo, středně vysoká záda s možností doplnění o nastavitelnou opěrku hlavy, černá síťovaná záda a plastyPRIME MESH 2302 W: křeslo, středně vysoká záda s možností doplnění o nastavitelnou opěrku hlavy, bílá síťovaná záda a plastyPRIME MESH 252 S: konference, kostra černá, bílá nebo chrom, záda síťovaná černá, černé plastyPRIME MESH 252 W: konference, kostra černá, bílá nebo chrom, záda síťovaná bílá, bílé plastyPRIME ZOOM - čalouněný sedák, plastový perforovaný zádový opěrák PRIME ZOOM 2301 S: křeslo, středně vysoká záda s možností doplnění o nastavitelnou opěrku hlavy, černý rám zad, černý plastový křížPRIME ZOOM 2301 W: křeslo, středně vysoká záda s možností doplnění o nastavitelnou opěrku hlavy, bílý rám zad, bílý plastový křížPRIME ZOOM 251 S: konference, kostra černá, bílá nebo chrom, záda perforovaná černáPRIME ZOOM 251 W: konference, kostra černá, bílá nebo chrom, záda perforovaná bíláPopis produktu PRIME UP 2304 S: Kříž:Černý polyamidový kříž, možnost dokoupení hliníkového leštěného kříže POL.Kolečka:Černá tvrdá kolečka vhodná na koberce. Bez příplatku je možné zvolit namísto koleček kluzáky GL, nebo za příplatek měkká kolečka ROG vhodná na tvrdé podlahy. Oba typy koleček jsou vybaveny automatickou bezpečnostní brzdou, která zabraňují nechtěnému pojezdu nezatíženého křesla. Píst:Barevné provedení pístu je závislé na výběru kříže. Černý píst pro černý plastový kříž a chromový píst pro hliníkový leštěný kříž.Sedák a zádový opěrák:Čalouněný sedák i opěrák. Vysoký zádový opěrák s výškovým nastavením a integrovanou oporou v oblasti hlavy a beder. Zadní kryt zádového opěráku plast černý.Čalounění:Čalounění volitelné v látce i barvě dle vlastného výběru.Mechanismus Synchron:Synchronní mechanika, která umožňuje nastavení výšky sedu, nastavení sklonu opěráku s možností aretace ve zvolené poloze (5 poloh), tuhost houpání a nastavení hloubky sezení.Područky:Možnost doplnění o nastavitelné černé područky typu AVs s měkkými podloketkami.Doporučení prodejce: Kancelářské křeslo vhodné pro uživatele s výškou do 200 cm a hmotností do 120 Kg. Kancelářské křeslo vhodné pro celodenní sezení.Pozor: Subjektivní hodnocení našeho odborníka.V případě, že uvažujete o využití kancelářského křesla ke každodennímu až 8 hodinovému sezení, je toto křeslo jistě dobrá volba. Případně můžete zvolit přímo z nabídky křesel ergonomických ZDE. Více infomací o ergonomii a správném dynamickém sezení naleznete v článku ZDE.Dodání zboží: Křeslo je standardně dodáváno v demontovaném stavu v kartónové krabici o hmotnosti cca 30 Kg. Balení obsahuje kompletní spojovací materál včetně ilustračního návodu k montáži. V případě, že se na montáž necítíte, máte možnost si zvolit v konfigurátoru zaslání zboží již ve složeném stavu. Tato služba je však zpoplatněna a termín odeslání zboží se opozdí min. o 1 pracovní den z důvodu kompletace a expresního balení.Časová náročnost složení křesla: 10 minut",https://im9.cz/iR/importprodukt-orig/3a4/3a423974b524185aaf6b1dca070a1171--mmf350x350.jpg
Casarredo RAPID,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2723.0,85.0,"Menší herní, houpací, otočné, pojízdné křeslo moderního designu. Ideální křeslo do domácností či kanceláří s jednosměnným provozem. Mírně tvarovaná zádová opěrka i sedadlo, zejména v okrajové části, jsou čalouněny do prodyšné, dvoubarevné látky. Disponuje houpacím mechanismem celého korpusu s aretací pouze v základní pozici, s regulací tuhosti dle hmotnosti uživatele. Tuhost mechanismu se ovládá pomocí utahování a povolování šroubu umístěného pod sedákem. Výškové nastavení plynovým pístem. Plastové, černé, nestavitelné područky. V základu černý, plastový kříž a plastové kolečka na koberec nebo linoleum. Kolečka lze za příplatek vyměnit za pogumovaná, vhodná na kachličky, dřevěné a plovoucí podlahy. Pokud nebudete křeslo chtít pojízdné, ale spíše aby stálo na místě, můžete místo koleček zvolit kluzáky. Křeslo je vhodné spíše pro menší osoby, nebo vyšší děti. Dodáváno v rozloženém stavu, v krabici. Montážní návod přiložen. ",https://im9.cz/iR/importprodukt-orig/afd/afd4558843cf15ad502bb8bf244ddf26--mmf350x350.jpg
Max M-100,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2340.0,97.0, Kancelářská otočná židle Pensacola | černá,https://im9.cz/iR/importprodukt-orig/72c/72c790ce29ea93d7c4ce2132256965c1--mmf350x350.jpg
Cougar Armor One,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",4718.0,98.0,"Správnému hernímu nadšenci by neměla nikdy chybět pořádná herní židle pro patřičně zdravé sezení. Působivý kousek Cougar ARMOR ONE Sky, blue má promyšlené tvary a promění hraní v pohodlnou záležitosti. Její vlastnosti definuje houpací konstrukce. Jde o velmi jednoduchý systém, který klade zádům protiváhu. Konstrukce této herní židle Cougar je kovová. Protože se i při hraní hodí opora pro lokty, přidal výrobce výškově nastavitelné a s posunem doprava / doleva područky. Opěrka pro hlavu je u herních židlí velice vhodnou výbavou, i v tomto případě umožňuje pohodlné opření celou páteří. Méně obvyklou a o to zajímavější výbavou je u herního židle bederní opěrka, držící záda ve vhodné poloze. Cougar ARMOR ONE Sky, blue disponuje možností nastavení výšky, tím je zaručena snadná obsluha a pohodlí na mnoho hodin. U tohoto modelu můžete počítat s kovovým materiálem kříže a nohou. Zásadní přednosti herní židle Cougar ARMOR ONE Sky, blue Černá a modrá barva ladí s efektním designem herní židle Cougar Opěrák s...",https://im9.cz/iR/importprodukt-orig/436/436df9096007d0b0b16484de7ec933f5--mmf350x350.jpg
Sego Pippo C,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2710.0,100.0,Kvalitní otočná židle se speciálně tvarovaným sedákem vhodná nejen do laboratoří a dílenských provozů. Díky možnosti různých délek pístů a typů křížů má velmi široké využití. ,https://im9.cz/iR/importprodukt-orig/ad7/ad765be7b6a31c333a70b8f4a97f553a--mmf350x350.jpg
Mayer CZ ACTIKID A3 SMILE,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6969.0,100.0,"Židle Actikid A3 Smile s potahem Aquaclean. Potahy Aquaclean jsou opatřeny hloubkovou ochranou jednotlivých vláken, což jim dává výjimečnou odolnost proti znečištění. Pokud k nějakému umazání židle přesto dojde, tak se povrch vyčistí jen za pomoci hadříku a malého množství vody. Žádné skvrny od čaje, kečupu, čokolády nebo kuličkového pera se na židli neudrží.",https://im9.cz/iR/importprodukt-orig/686/6860a55cddab1a1bc5cd171159d65d93--mmf350x350.jpg
Kondela DARISA NEW,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1422.0,,Kancelářská židle DARISA bílá,https://im9.cz/iR/importprodukt-orig/204/204579f2c127e2dc01c0aae59c98b610--mmf350x350.jpg
IDEA nábytek PRADO,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1593.0,,Provedení:,https://im9.cz/iR/importprodukt-orig/066/06638b27e61b26df6b3a6d12706200f4--mmf350x350.jpg
Tectake 400585,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3009.0,87.0,Designové kancelářské křeslo od firmy tectake za senzační cenu! Královna mezi kancelářskými židlemi.,https://im9.cz/iR/importprodukt-orig/9a1/9a1b873aaded781580311079455866cc--mmf350x350.jpg
Alba Duck,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",4840.0,93.0,"Kancelářská židle Duck Kancelářská židle Duck je díky svému modernímu vzhledu ideálním řešením do vaší kanceláře i domácí pracovny. Disponuje synchronní mechanikou, která je známá svými pokročilými ergonomickými vlastnostmi. Hledáte-li židli pro dlouhá sezení, nejlepší volbou pro vás bude právě tento model. Pohodlně a bez obav z nepříjemného pocitu přesezení či bolesti zad na ní můžete sedět déle než 8 hodin denně. Jaké má přednosti? Vhodná k sezení delšímu než 8 hodin denně Moderní vzhled Prodyšný potah z látky a síťoviny Nastavení výšky pomocí plynového pístu Synchronní mechanika Pevná opěrka hlavy Výškově nastavitelná bederní opěrka Výškově nastavitelné područky Plastový kříž Kolečka na měkké podlahy a koberce Nosnost 130 kg Kancelářská židle Duck Prodyšný potah z látky a síťoviny Prodyšný potahový materiál Kancelářská židle Duck se skládá ze síťovinou potaženého opěráku zad a opěrky hlavy a textilií polstrovaného sedáku. Síťovinu oceníte zejména během horkých letních dní, umožňuje totiž perfektní odvětrávání. Textilie vás potěší zásluhou své odolnosti. Kombinace látky a síťoviny dominuje v žebříčku oblíbenosti mezi uživateli. Synchronní mechanismus U tohoto typu mechaniky se při sezení či houpání pohybuje sedák s opěrákem závisle na sobě, což znamená, že při nastavení opěráku se bude přizvedávat i sedák. Aretaci a tuhost (citlivost) houpání si nastavíte pomocí páčky a šroubu umístěných pod sedákem. Zásluhou ergonomických funkcí a precizního zpracování jsou židle s tímto typem mechaniky vhodné k dlouhodobé náročné práci v kanceláři. O nastavení výšky židle se postará plynový píst, který se ovládá pomocí páčky pod sedákem. Výšku židle si upravíte pomocí páčky pod sedákem Výbava židle Nastavitelné područky Kancelářská židle Duck disponuje výškově nastavitelnými područkami. Nastavitelná bederní opěrka Výšku bederní opěrky si můžete rovněž nastavit dle svých potřeb. Plastový kříž s kolečky na měkké podlahy Jednou z nejdůležitějších částí židle je pevný kříž z plastu, který se postará o její celkovou stabilitu. Pyšnit se může vysokou odolností a nosností až 130 kg. O jeho pohyb se postará 5 koleček, která jsou vhodná pro měkké typy podlah. Plynulý a bezproblémový pohyb zvládnou po koberci i PVC podlaze. Kolečka vhodná na měkké podlahy a koberce",https://im9.cz/iR/importprodukt-orig/098/098dd4a1a0cc8aab38f8eb59b9ff3d9d--mmf350x350.jpg
Kik Trade Prezident,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2299.0,,Provedení:,https://im9.cz/iR/importprodukt-orig/007/0079acadb3388be3e4aa48db953585dc--mmf350x350.jpg
Antares 1850 SYN Omnia Ribbed ALU,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",7173.0,,POPIS,https://im9.cz/iR/importprodukt-orig/6b0/6b04ea8c615653314f798e065bcf1ba4--mmf350x350.jpg
Antares 1850 SYN Omnia Ribbed PDH,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",7864.0,,POPIS,https://im9.cz/iR/importprodukt-orig/18d/18dc7c1a42a231a28999a06a0e48e5a8--mmf350x350.jpg
Mayer Medi 1255 clean,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",7563.0,98.0,Lékařská židle 1255 G,https://im9.cz/iR/importprodukt-orig/034/0348336163152a0c837cee3a13850965--mmf350x350.jpg
Mayer MyFlexo 2432,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6420.0,100.0, POPIS,https://im9.cz/iR/importprodukt-orig/0dd/0ddef46995dc52cd1c9b5c34f475cac2--mmf350x350.jpg
Neoseat Xandra,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",4480.0,100.0,Ergonomická kancelářská židle s textilním potahem s odolností 100 000 cyklů.,https://im9.cz/iR/importprodukt-orig/40f/40f4158bac0b987137c42ab5f0ad99ab--mmf350x350.jpg
BHM Germany Deli,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2990.0,77.0,"Kolečková kancelářská židle je užitečným doplňkem pro každého kancelářského pracovníka. Pečlivě promyšlené, správně tvarované díly stojí za mimořádně pohodlným sezením. BHM GERMANY Deli, oranžová poskytne bez mechaniky variantu mechaniky. Nesmí chybět pevné područky, s kterými se pohodlně zapřete o lokty. Podstatné vlastnosti kancelářské židle BHM GERMANY Deli, oranžová Oranžová barva kancelářské židle hezky doplní vaši kancelář Područky zvyšují komfort Potahy BHM GERMANY Deli, oranžová: syntetická kůže Kancelářská židle BHM Germany má chromovaný kříž Praktická maximální nosnost 120 kg Přizpůsobení: výšky sedáku Kancelářská židle BHM GERMANY Deli, oranžová poskytne vysoký komfort S částmi potaženými syntetickou kůží bude velmi elegantním zařízením kanceláře. Sedák je dokonale vyplněn HR pěnou, moderním a vzdušným materiálem s tvarovou stálostí. Kříž židle BHM Germany je z chromovaného kovu, je proto odolný a samozřejmě i elegantní. Slušnou odolností se vyznačují kvalitní plastová kolečka, ta budou šetrná...",https://im9.cz/iR/importprodukt-orig/2eb/2ebb8cd65c5cd087997758ca9f82758d--mmf350x350.jpg
Sedia 5,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1888.0,98.0,Provedení: Čalouněná kancelářská židle 5 nabízena v různých barvách - viz. vzorník níže.,https://im9.cz/iR/importprodukt-orig/7ed/7ed7e2fe8108274978877f39e969fe34--mmf350x350.jpg
Mayer Freaky 2436 08 26 091,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",9511.0,98.0,Rostoucí židle Mayer Freaky s polyesterovým potahem s kruhy v červené barvě. Motiv je mezi dětmi velmi oblíbený.,https://im9.cz/iR/importprodukt-orig/1b2/1b2aba650abc8af91796f6f7e29631f6--mmf350x350.jpg
Topstar Sitness 30,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",13176.0,98.0,Kancelářská židle SITNESS 30,https://im9.cz/iR/importprodukt-orig/2a3/2a343d92a4525bb95a6e7c3199678959--mmf350x350.jpg
Neoseat Monkey,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2380.0,100.0,Dětská židle s odolným textilním potahem na sedáku a prodyšné síťoviny mesh na opěráku.,https://im9.cz/iR/importprodukt-orig/f4a/f4a841b50dbc03f3fa28cce45573f0ae--mmf350x350.jpg
Malatec 16427,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1750.0,95.0,ERGONOMICKÁ KANCELÁŘSKÁ ŽIDLE MALATEC,https://im9.cz/iR/importprodukt-orig/44f/44fe15ec6c7357f4ac293bfb14da9b2e--mmf350x350.jpg
Sedia W 91 SA-2717,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1490.0,,"Menší kancelářská, otočná, pojízdná, výškově nastavitelná židle s plynovým pístem. Síťovaná, zádová opěrka a vzdušný sedák z prodyšného materiálu, je ideální hlavně v letních měsících a kanceláří bez klimatizace. Sedák je v přední části mírně vykrojený. Židle je vybavena plastovými područky, které nejsou stavitelné, plastovým křížem a standardními, plastovými kolečky na koberec nebo linoleum. Kolečka lze za příplatek vyměnit za pogumovaná, vhodná na dřevěné a plovoucí podlahy. Pokud nebudete chtít židli na kolečkách, ale spíše aby stála na místě, můžete také kolečka vyměnit za kluzáky. V prodeji pouze v černém provedení. Vhodná pro nenáročné uživatele, do domácností i kanceláří s jednosměnným provozem. Dodáváno v rozloženém stavu, v krabici. Montážní návod přiložen.  ",https://im9.cz/iR/importprodukt-orig/7f6/7f696858bb991f3b976b46794ee730fd--mmf350x350.jpg
Rim FlexiFX 1124,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",8930.0,98.0,Kancelářská židle FLEXI FX 1124,https://im9.cz/iR/importprodukt-orig/088/088db8e59aaa1729e053e64d2b427f4e--mmf350x350.jpg
Mosh Elite B High,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3390.0,95.0,"Vyzkoušejte aktivní sezení s Elite BalanceKancelářská židle Mosh Elite B High splňuje ty nejvyšší nároky na stylové aktivní sezení doma i v kanceláři. Nastavitelná výška aktivního sezení na židli Elite Balance vám umožní balancovat, houpat se, pohybovat se, otáčet se; zkrátka spalovat kalorie po celý den. S židlí Mosh Elite B High si užijete volnost pohybu a zapojíte svaly k posílení nohou i břicha a podpořili i své soustředění při práci. Mosh Elite B High vyniká zpracováním i konstrukcíŽidle Mosh Elite B díky vysoce pevné, kruhové, pružné základně a pístu třídy KGS 3 zajistí skvělou stabilitu při sezení. Kancelářská židle má nosnost až 130 kg. Prodloužený píst disponuje certifikátem BIFMA s tlumením nárazů. Výplně ze studené HR pěny získá až 2× rychleji svůj původní tvar a poskytne skvělý pocit opory s dlouhou životností. Mosh Elite B High  je skvělým doplňkem pro stoly s možností nastavení výšky.Vysoký komfort a flexibilita sezeníKancelářská židle Mosh Elite B High vyniká...",https://im9.cz/iR/importprodukt-orig/925/925eee19e23cc8d272d5e7644a7b8bcf--mmf350x350.jpg
Alba Odet,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3317.0,88.0,Kožené křeslo Odet,https://im9.cz/iR/importprodukt-orig/0cf/0cf06a9f1136ca9c65e5b9187519c6d7--mmf350x350.jpg
Mercury Terra,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6180.0,98.0,Kancelářská židle TERRA JNS-103A černá,https://im9.cz/iR/importprodukt-orig/1ee/1ee2f5d74c3c4dd8d96221c4a8c674da--mmf350x350.jpg
Mayer Medi 1251 G med,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6824.0,100.0,Kvalitní otočná stolička MEDI 1251 G med atraktivní a pohodlné posezení pro zdravotníky,https://im9.cz/iR/importprodukt-orig/01a/01ac094506fe3b94f4da89a61b6ab255--mmf350x350.jpg
Rauman Soren,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",10889.0,97.0,"Kancelářská židle Soren Židle Soren si zaslouží pozornost každého židlového fajnšmekra – nevšední design v kombinaci s bohatou ergonomickou výbavou zkrátka nabízí jen málokterý model. Vedle výbavy, která je u kancelářských židlí vhodných k delšímu sezení samozřejmostí, se chlubí i několika výjimečnými funkcemi, které vám záhy představíme. Židle Soren v kostce: Kancelářská židle vhodná i k delšímu sezení Potah z příjemné látky Synchronní mechanika Možnost aretace (zablokování) ve 4 polohách včetně mírného předklonu 3D nastavitelné područky Odpružená bederní opěrka Výškově nastavitelné opěradlo Hloubkově nastavitelný sedák Kovový kříž s kolečky na všechny podlahy Nosnost 155 kg Tuto židli nepřehlédnete Zdravá opora v každé pozici Synchronní mechanika Houpání má na starost synchronní mechanismus. Jde o pokročilý typ houpání, při kterém se díky kloubu mění sklon opěradla více než sklon sedáku. Tento způsob polohování respektuje lidskou anatomii – přední část sedáku vám nebude zvedat nohy ze země ani tlačit na cévy. Židle vám tak zajistí zdravou oporu v každé poloze. Pod sedákem najdete dva otočné ovládací prvky. Tím levým houpání kdykoli povolíte nebo zastavíte v jedné ze 4 poloh včetně mírného předklonu. Odpor mechaniky si pak přizpůsobíte šroubem na pravém ovládacím prvku. Osvědčená volba materiálů Sedák i opěradlo židle Soren jsou potažené odolnou látkou. Ta patří k populárním materiálům čalounění, je totiž příjemná na dotyk. Navíc nestudí ani na holé pokožce a zároveň umožňuje cirkulaci vzduchu. Dobře vám tedy poslouží v každém ročním období. Samotná konstrukce židle pak kombinuje kovové prvky s plastovými. Výsledný celek je velmi stabilní a robustní. Látka je příjemná na dotyk S 3D nastavením si přijde na své každý Područky přesně na míru Loketní opěrky jsou při práci na počítači nezbytností. Židle Soren proto nabízí 3D područky, které si přizpůsobíte hned na 3 osách: Výškové nastavení Posun dopředu/dozadu Natočení kontaktní plochy K nastavení výšky je třeba zmáčknout páčku pod kontaktní plochou (viz fotografie), ostatní úpravy pak provedete jednoduše ručním posunutím. Pružná bederní opěrka Bederní část opěráku je ke kostře židle připevněná odpruženým kloubem. Díky tomuto systému se vždy přizpůsobí vaší páteři a pomůže vám se zdravým držením těla. Nastavitelný opěrák Celé opěradlo si můžete posunout nahoru nebo dolů. Stačí jej ručně potáhnout nahoru a pak nastavit do takové výšky, v jaké vám bude nejlépe vyhovovat. Posuvný sedák Výšku sedu si přizpůsobíte páčkou na pravém ovládacím prvku. Upravit si ale můžete také hloubku. K tomu slouží zase páka vpravo přímo na základně sedáku. Kříž s univerzálními kolečky Základnu židle tvoří pětiramenný kovový kříž a plynový píst, který má na starosti nastavení výšky. Pohyb pak mají na starost univerzální kolečka s měkčeným povrchem. Ten jim propůjčuje tichý chod a dobrou přilnavost na každém povrchu. Celá základna židle je dostatečně robustní, aby si poradila i se zátěží 155 kg. Univerzální kolečka si poradí kdekoli",https://im9.cz/iR/importprodukt-orig/623/623dae1c2cb1210a07a5f208eff13856--mmf350x350.jpg
Peška Glory PD,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",27990.0,100.0,Kancelářské křeslo Glory PD,https://im9.cz/iR/importprodukt-orig/7b5/7b5616f38fdc7480c06f67a9c9e24fed--mmf350x350.jpg
Avenberg Executive,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",1599.0,96.0,Velmi oblíbená kancelářská židle v designu Executive,https://im9.cz/iR/importprodukt-orig/29f/29f467ecc66ce6760c293da902ffaabd--mmf350x350.jpg
Sedia Orchidea,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",4790.0,,"Představujeme vysoce kvalitní a pohodlné, kancelářské křeslo naší výroby. Jedná se tedy o Český výrobek, ručně šitý. Vysoká zádová opěrka s všitým podhlavníkem a sedák, jsou vyrobeny z látkového materiálu, uvnitř hrubá molitanová výplň a jsou vsazeny do pevného kovového rámu. Područky jsou nestavitelné, plastové. Disponuje kovovým, pákovým, houpacím mechanismem celého korpusu s aretací v několika polohách, s regulací tuhosti dle hmotnosti uživatele. Tuhost mechanismu se ovládá pomocí utahování a povolování šroubu umístěného pod sedákem. Výškové nastavení plynovým pístem, pomocí páčky. V základu je chromový kříž a plastové kolečka na koberec nebo linoleum. Kolečka lze za příplatek vyměnit za pogumovaná, vhodná na kachle, dřevěné a plovoucí podlahy. Možno použít i kluzáky, které zabezpečí stání na místě. Cena je uvedena v základních potahových látkách. V konfigurátorech naleznete další možnosti vyměnitelných komponentů, včetně volitelného čalounění a jejich barevných provedení dle vašich požadavků. Díky svým parametrům vyhovuje i vyšším osobám. Vhodné do domácností, studentského pokoje i kanceláří. Dodáváno smontované, zabalené do strečové folie.",https://im9.cz/iR/importprodukt-orig/8ff/8ff30d9da6faab43cb9efcdc67d1faf6--mmf350x350.jpg
Sedia W 23,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2281.0,98.0,Kancelářská židle W 23,https://im9.cz/iR/importprodukt-orig/137/13708d7da9b7e90286b9efc1e185ae32--mmf350x350.jpg
Unique Viper,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2687.0,,"Komfort a jednoduchá manipulace to jsou vlastnosti, které nabízí kancelářská židle Viper. Kvalitní materiály, které byly při výrobě použity zaručují snadnou údržbu.",https://im9.cz/iR/importprodukt-orig/082/0820f9541de6124cd72fb65c1b1506c9--mmf350x350.jpg
PROFim Action 100SFL,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",24051.0,100.0,Pohodlná kancelářská židle ACTION 100SFL s čalouněným opěrákem,https://im9.cz/iR/importprodukt-orig/417/417a5ab01e895d3c09e141ebfa65d8fb--mmf350x350.jpg
Antares 8150 Vertika,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",8563.0,100.0,Kancelářské křeslo 8150 Vertika,https://im9.cz/iR/importprodukt-orig/eb3/eb3c1a45b521ce1366235223720d4b4a--mmf350x350.jpg
Antares 8150 Vertika PDH,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",9818.0,100.0,Zátěžové křeslo 8150 Vertika PDH,https://im9.cz/iR/importprodukt-orig/7d1/7d19b5dea46fad7bbc1bc5bf085113be--mmf350x350.jpg
PROFim Veris Net 110SFL,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",11426.0,100.0,"Kancelářská židle VERIS NET 110SFL kancelářská židle s opěrkou hlavy, židle otočná, zajímavý design, mechanismus SYNCHRO SFL, posuv a náklon sedáku a opěráku, možnost područek za příplatek.  ",https://im9.cz/iR/importprodukt-orig/12f/12f4724d8a079ec06b929ace2dfb794b--mmf350x350.jpg
Alba Medea SP,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",2450.0,100.0,houpací mechanismus s aretací v základní poloze a nastavitelnou silou protiváhy chromované područky s plastem chromovaný kříž a píst čalouněný sedák síťovaný opěrák nosnost 120 kg,https://im9.cz/iR/importprodukt-orig/254/2543ead79ecb637292dbb91754e2ced6--mmf350x350.jpg
Mayer A3 Smile 2428 53,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",6969.0,100.0,"Mayer Actikid A3 Smile s potahem Aquaclean.  Židle je čalouněna zelenou látkou v kombinaci se šedou síťovinou. Potahy Aquaclean jsou opatřeny hloubkovou ochranou jednotlivých vláken, což jim dává výjimečnou odolnost proti znečištění. Pokud k nějakému umazání židle přesto dojde, tak se povrch vyčistí jen za pomoci hadříku a malého množství vody. Žádné skvrny od čaje, kečupu, čokolády nebo kuličkového pera se na židli neudrží.",https://im9.cz/iR/importprodukt-orig/98f/98f490fcfad58c3ff8887d97294fcdcb--mmf350x350.jpg
Sedia S163 Duck,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",3213.0,100.0,křeslo Duck,https://im9.cz/iR/importprodukt-orig/4cc/4ccf4d7cdd16c05a979a80a1c34919f3--mmf350x350.jpg
Mayer Freaky Sport 2430 08 390,"['Bydlení a doplňky', 'Nábytek', 'Židle a stoličky', 'Kancelářské židle']",10346.0,98.0,Dětská rostoucí židle FREAKY SPORT 2430 08 390,https://im9.cz/iR/importprodukt-orig/18a/18aa847799c034ea57366496d0f65ad9--mmf350x350.jpg
